shop,5089b27d79376c8e223f1ab0e53832c8389359c010d47a0d418accf1d078dc90
shop,da70cbe08c47605cf8bbda6ab9900b98194970d1900c8411a34db87da36fb3e1
museum,2de0e119f68e32c5e02e5d984da0a6199082fa6d3e6b58a87ebe5afc158b7e82
privat property,ca1275b11ca6afceaca95bbb9ad0c312dc8dd9a6a437401eec05add4f4dd0bcc
privat property,83208f520422aa57ac8c35ea70a64e83dbc987384e7ab9629fc945a18332776d
shop,54b1e2dd9df097b0b22804f27dc552531341d0adf47a995e5a68f9c959e2290f
museum,6691fb850fa1c2baeae45263bdcd05752ee557ac6aabcb623d44dcdec9d8d287
bank,efa0ebd6f351e7751ba6a6e228e78b7d98073c9604ef8fc1d6034b3d52c58bda
shop,601d7a39478d5661f900f23a1d117d28f04fe4d566620182bfeeaecb5595c767
museum,941416c1c8005ffc324998aae9a519d9e2f518ccaef373de70df23b8b487347b
privat property,b577775b9f46d7932762e9790d53c3f41e626b0e364da0430dad1e2655f2dc14
privat property,1b83024da57d47d9c585053b2101d227c92966de7373709600fe4265dec590cf
privat property,2337fb4a21f7efd3129a6ef7c9e7883169afaa04c4ea38a718842c5a5813f0f0
privat property,f3572915bd4e8174f5bb3b351170a2b1de8331b88f8d2fa493dbdb3b0e451ede
museum,49c619ff828aea4d36a03705258ddaba78ae48c0fddd4398ab2b658d5037c3ea
museum,1778b54019e7536434ab1aeb815b6c832341d6387424d3c92a68457d647f9f74
shop,bdd247a7d23c8ccf21dc6b1f274e7bbad9645fdb6bd4148a3875d267fac3b079
bank,1ac4d2d244134f659b0a22f628b4a155ed848529a0b26289136ad721d7a760f4
bank,f98a48cf9c2802224315d9bea53669e747a645e5e628b81736c3451d7de6721b
museum,30fe00776fc619e3c8486478433bf45e2f53ed0dbfc560eebe355bcb75ba3999
bank,b05a47b4db2579c191e7de1b1ed53bfd71cd4c26ce4324bcac78e5abd99442a5
privat property,d9b1ee49766af426c554cbd92807d44b904e6613074ba9cbf1cab8993a333aa6
privat property,5c08db02d15f139d3da4f6ffe9059052f0da614445c828bb7929894e5e355be3
museum,6c51ae29c200b209faecc901d0ea7c2939f759141b24f3667c527a39dba00427
shop,db32b6f702ac439ce31e2721c60868b229cc50c27956c9d8ad03397002cec356
bank,7c6b1dcf9e69452ad5c7d57897a2758c8d2bc762028386d4bee08a255d399e6d
museum,4682eb57995710eadc097fb24f41f15f2529414d267bfa83bad43c7d85816475
shop,2624952bc600e4099c8d8556a5c24e9d704c8586fc5cdcb701ebf0f178547aef
bank,14d03d20f2d289480641391bc9d06aee5628beef8918f4d222e01f9fa0655d86
privat property,ef793fb7e9f956b04ec5065619edffb688b50b5e0e4af199621e312b64732348
shop,385aaa7bd760ff246589a54d6d22af9a0bbcfa18bc1d953eedb196a26994e5df
shop,c0aa8decb9d3b1fe0195aa372c961c5ba6230c64d42a4428985a8b17cfc7999f
shop,ff88439061e383cebaddf8fd55ea4384763876748e5c445ef34c944e1e428910
shop,5f02019a7322dc926e9243e48fe769075469e0785884f17c6ce2a2d4becdbe68
shop,dd309b7b5921f9fe456c2e8176cfc001191bcf32de1a8f1de7ef30aa9d2742bc
shop,8fbe1c81941c01a40849b4756c90d2a8499b322a4f66ecb446152f2a6ac64893
bank,209b218f95b4d1ab26ed89aa46aeaa20bda9a500a6a8fe50f8669fb47032ceb6
privat property,a2fc6649dead427086bc33a29e5d20fddb47e8d86f21a120e7d2de6742d93973
privat property,e4df4e7867cf937fdba7d3ae25c107a837a48c27dc1c28b7d2bf026f6c7b8423
museum,d88550b06fca2ed02c8a6ddff15d61154e445a841846f2ec48e47a894d4625e9
shop,e5243a55b446bbf78756061c74fa9af5c740ab7c0d24e04cc376b0582b6c2d92
bank,15c16cc76f926aab70d03c232f43b0626d7f98297fc7cca326e9ca53aff5f658
privat property,ce96af0cabdd199be0a6add13c3b864cd385177e25775c95601b3f0e27ffe064
bank,266c1852e6643b8794579e24118fab87c012bc4623b07b0a355b9fc145b8c355
museum,587630149365ca41eb0d0adfc87f7b81bc855aaf0024157fa061ae88d6693a69
bank,22e67f81bdbc473ba76c0e11b42fea7df648d0d8ce701a80fcc841200ff6a7c4
museum,1d71428a47c1b31642fe81e3065a63fdaf572bf96f646cbb09eeb08754e2f697
bank,57e42f7ecbde4526cc93e0505dc5777c40c975597dc8c1d2eadff3d185c4b246
museum,11b1784e524ce36c5bc9ca208e292ba55a8dffff61c7a057f9fdc78ce696da14
bank,1c0a6e12ff8e711e1d5fa5578baf50a2878b3fc0425e0dbbae20085ce9271653
bank,183a706f051d5a6100283b0acc12a430703e165e95954f690ee0be45872f80b8
shop,04fb5cbbbf61ab9e8e804473e7fe909de388925bab619ed6a44938ba8504e10b
privat property,84e4ec4cded61c9d83276a50853e19e2d0739550029316940c13132d6c107785
bank,57e8b546457602dc6e83bd59467c4c6f34b882542e93c4969173ade9c954f0f7
privat property,85e15304c3bb3986defc88cdb7d0face8708dabcf2526b5ceaa6a71438132f81
shop,e0714828ecbc9d73fc393f30848853f77e0ddc73793456629494621bd3b98222
bank,a704d7dd7fce0367b23389dea45aa77c2fd41ed7ec569efda8c5d19145868296
bank,f9409874bc1af099956b7f7bbc7ffe09b6ff12a77164f28116908b56116a799d
privat property,6b872ff8fa49ca66e9e93d720c6d263234d0cc3026e857af8111a923dc96f59a
shop,02e8ee7da4c5a9d9435ca91d43a2d10ea60c6c41cd5fc9500f1185cf4a92d069
museum,447b2659d744542c30fbc4d01e904cef6994248bf5ec5bc982b729439a30bc29
privat property,3d631de14aa6479a20881c8d934b15e0e16ebed7fc01c74a75cd957ff7a45f2f
privat property,369de720b812bf712fd7ef377a8e73dfc5c7761a09ac9906c2d483b8c161edc3
shop,f6509fbd082c7aaaa98dfab1360f64823dacd994ac8bd731f84fe5cfae52ee2d
shop,d530af05eccaf4176021bbd843d63c66850d3d5dc21366de350d1d628e90c00a
museum,763948ca56fa3b2731500d6f00c8e425aeed47c43057e1c02bc7f3d597a25b03
privat property,9b31c50a71738066f21b12400fec8ca0db78256a43820123ca783310d4fb64e4
museum,adcfefdfb9a067dd7101ef2bd2e5e276f484b9fa4aeb4cddcd9af12958eb735e
shop,ccbb4b606a3e31ce84a30e043572291b82467c6374c7bdf7fbc9c12414d77a05
bank,2426c480b0c2f38d29c3073bdd3218638c1c983dc000026c08640e3024f09b72
privat property,248027c59240203b940d0b3279e816539b12756743a1e08d86cec84e27324185
shop,68d533c9332e51e3d67a3f05b966b73231be4a2eff56c9081decf38f520cdfcd
privat property,f4209c91c6f8b0fbf2057a080c4b29c51caac053e368f8a133f9034da741ddb6
bank,ca801d25a73346939d2359e56f6af84032c8552e79e76ad6f1fa5e288d953e92
shop,edbaf05ba9d789eea4fb8d3948b58e1c78260a0d6f6b6920f57fb923db1775da
privat property,6e6a7ad8ab183ccc6fd7c7c2bfdfb3e49c105bdca5e4cc066ec0502e5dd20e52
shop,f21718e42cb7bf5cf95cbcd182e4f7fc175e17cda2c018a1e077fb9c6c546502
bank,90db7619e4cc3e495bacd9e903075d86b2855821adf5adc97519113b3861e2b2
privat property,6a26c20b337ede3cc173c620ecd58a015b0fd09d3d335a1624bcbf7a7c0ed17e
museum,c816ce4a2b7d3dd2e795440c7f593d51871c6e39937eb4315a56b9baa1927816
bank,58eee1f83561cd771491df134ac2ec7c4686dc652f74fa8893d691bcecb1e167
bank,6278b9edd977593a7048a3bcd09ef578a7cb5e91c6b55a4beb04ce64719db470
bank,12936ed0d97276b20a2d4e82c7e491c187a3c840390c55c20312558f0697250e
museum,463b5960e4fdff1b02dd18b360b2aa5f90d711d6cb911d22c2d88f69e0f44966
privat property,64a8db61af735ba8aa526ae44cd2e0b8897ee8f7e0219bce98a78d6d63a4c10a
bank,127174cd44f56b72dd8cfe2afa0003ba45bce940952fb69dadbf348ba3e1ae0e
museum,8035d2044455af1156beff82bbe072a5b13e16035169a47b78c3dcf3f5522cfa
museum,1208f4092ef189913ea5cf2a2eed54413f6543494f925fbae4cb0ac575ae0f27
shop,5ea2bdf721f4fa9e740a966cd2a27b76c64b6dcd11f5908ee65d3e60635c55b2
privat property,9c60b0a9b79a4b70ede120fa9b1b0b14454a871c3cb5afc9550e55a40371a403
shop,3f7554240d7b1f490c501472db0a72a4939d2da1882ec56c5bdcd07a5bfa9b2b
privat property,6616bb6208f410c776a4c99eb94b52837bf6b9315e0843517de598ab1afb0656
